Player,Team,Pos,Performance_Ast,lambda_final_assists,TopAssist_Prob,LogoFile
Gabriel Magalhães,Arsenal,DF,1,2.2579977169062455,0.0011746367521367521,Arsenal.png
Phil Foden,Manchester City,MF,1,2.2637273180902313,0.001001978021978022,Manchester City.png
Andrew Robertson,Liverpool,DF,1,2.202471509317177,0.0010016666666666665,Liverpool.png
Ange-Yoan Bonny,Inter,FW,2,2.1052602197363925,0.0009501190476190476,Inter.png
Mikel Jauregizar,Athletic Club,MF,2,2.4104712903453827,0.0008944444444444442,Athletic Club.png
Pedro Fernandez,Barcelona,FW,1,2.178934805291445,0.0008866666666666667,Barcelona.png
Pedro Gonçalves,Sporting CP,"FW,MF",1,2.2447973058736124,0.0008849999999999999,Sporting CP.png
Ricardo Pepi,PSV Eindhoven,FW,2,2.091930706483229,0.0007916666666666666,PSV Eindhoven.png
Lloyd Kelly,Juventus,DF,1,2.2393871288855682,0.0007819780219780221,Juventus.png
Pascal Groß,Dortmund,MF,1,2.3276250307718245,0.0007533333333333333,Dortmund.png
Gabriel Martinelli,Arsenal,FW,1,2.2472589209025493,0.0007449999999999999,Arsenal.png
Sandro Tonali,Newcastle Utd,MF,1,1.834729967882771,0.0006450000000000001,Newcastle Utd.png
Dušan Vlahović,Juventus,FW,1,2.277134611897748,0.0006283333333333333,Juventus.png
Kieran Trippier,Newcastle Utd,DF,1,2.1377292642279033,0.0006,Newcastle Utd.png
Jeremy Doku,Manchester City,"MF,FW",1,1.7285690109964467,0.0005816666666666667,Manchester City.png
Takumi Minamino,Monaco,MF,1,2.002889879746507,0.0005616666666666667,Monaco.png
Darryl Bakola,Marseille,MF,1,2.178375858206909,0.0005616666666666666,Marseille.png
Pedri,Barcelona,MF,1,1.8989993361479705,0.0005041666666666667,Barcelona.png
Eberechi Eze,Arsenal,"MF,FW",1,2.103010570822322,0.0004999999999999999,Arsenal.png
Julian Ryerson,Dortmund,DF,1,2.0332059691221316,0.0004866666666666666,Dortmund.png
Fabián Ruiz Peña,Paris S-G,MF,1,1.9118497965655914,0.0004583333333333334,Paris S-G.png
Håkon Evjen,Bodø/Glimt,MF,2,2.0,0.0004583333333333333,Bodø/Glimt.png
Ilias Akhomach,Villarreal,MF,2,2.0,0.0004533333333333333,Villarreal.png
Sergiño Dest,PSV Eindhoven,DF,1,1.658109032934879,0.0004383333333333334,PSV Eindhoven.png
Alexander Sørloth,Atlético Madrid,FW,1,2.0322977327719016,0.00040166666666666665,Atlético Madrid.png
Andrey Santos,Chelsea,MF,2,2.1743485509298206,0.0003926190476190476,Chelsea.png
Enzo Fernández,Chelsea,MF,1,1.9360108638678435,0.00037,Chelsea.png
Malo Gusto,Chelsea,"DF,MF",1,1.9853553413943477,0.00034999999999999994,Chelsea.png
Xavi Simons,Tottenham,"MF,FW",1,1.9442940449211368,0.00034833333333333336,Tottenham.png
Khéphren Thuram,Juventus,MF,1,1.8784988788278487,0.000325,Juventus.png
Timothy Weah,Marseille,"DF,FW",1,1.8394828987980922,0.0003176190476190476,Marseille.png
Álex Grimaldo,Leverkusen,DF,1,1.9456363608175389,0.0003166666666666667,Leverkusen.png
Nico O’Reilly,Manchester City,DF,1,1.8693225062670424,0.0003083333333333333,Manchester City.png
Yann Aurel Bisseck,Inter,DF,1,1.9093317371570904,0.0003,Inter.png
Mario Lemina,Galatasaray,MF,1,1.9245759283342387,0.00029761904761904765,Galatasaray.png
Sávio,Manchester City,"MF,FW",1,1.8370003209955144,0.00029761904761904765,Manchester City.png
Giorgi Kochorashvili,Sporting CP,MF,1,2.0894287903249644,0.0002916666666666667,Sporting CP.png
Éderson,Atalanta,MF,1,1.6958407738459575,0.0002833333333333333,Atalanta.png
Fotis Ioannidis,Sporting CP,"FW,MF",1,1.5705138263987908,0.000225,Sporting CP.png
Ryan Gravenberch,Liverpool,MF,1,1.8349026078200579,0.000225,Liverpool.png
Francisco Trincão,Sporting CP,MF,1,1.7088053520756419,0.00021928571428571426,Sporting CP.png
Thibaut Courtois,Real Madrid,GK,1,1.8493021713492566,0.0002083333333333333,Real Madrid.png
Couhaib Driouech,PSV Eindhoven,"MF,FW",2,2.134039895587563,0.00020333333333333333,PSV Eindhoven.png
Joaquin Seys,Club Brugge,DF,1,1.5178046649094252,0.0002,Club Brugge.png
Ayoub El Kaabi,Olympiacos,FW,1,1.3377586286629162,0.0002,Olympiacos.png
Pablo Barrios,Atlético Madrid,MF,1,1.5871052957979466,0.0002,Atlético Madrid.png
Marcus Thuram,Inter,FW,1,1.9416881937285098,0.00019999999999999998,Inter.png
Pedro Porro,Tottenham,DF,1,1.6950827330347749,0.00019166666666666665,Tottenham.png
Antoine Griezmann,Atlético Madrid,FW,1,1.8662396721490477,0.00018666666666666666,Atlético Madrid.png
Igor Paixão,Marseille,"FW,MF",1,1.6975821077549647,0.00018333333333333334,Marseille.png
Vitinha,Paris S-G,MF,1,1.6570233915409718,0.000175,Paris S-G.png
João Neves,Paris S-G,MF,1,2.1250828340818746,0.00016666666666666666,Paris S-G.png
Joško Gvardiol,Manchester City,DF,1,1.7437874357037328,0.00015666666666666666,Manchester City.png
Andrea Cambiaso,Juventus,DF,1,1.5897640260313435,0.00015357142857142856,Juventus.png
João Palhinha,Tottenham,MF,1,1.5778387362778306,0.00015,Tottenham.png
Maximilian Beier,Dortmund,MF,1,1.6732362163122634,0.00015,Dortmund.png
Sean Steur,Ajax,MF,1,1.7996407620356774,0.00015,Ajax.png
Mason Greenwood,Marseille,"FW,MF",1,1.838109572928553,0.00013666666666666666,Marseille.png
Nick Pope,Newcastle Utd,GK,1,1.6128058571340516,0.00013428571428571428,Newcastle Utd.png
Elye Wahi,Eint Frankfurt,FW,1,1.6802279723546483,0.0001333333333333333,Eint Frankfurt.png
Ademola Lookman,Atalanta,"FW,MF",1,1.9511340838216662,0.00011999999999999999,Atalanta.png
Marten de Roon,Atalanta,MF,1,1.583367929224594,0.00011999999999999999,Atalanta.png
Martin Ødegaard,Arsenal,MF,1,1.7188660504189222,0.00011666666666666668,Arsenal.png
Álex Berenguer,Athletic Club,FW,1,1.6439408682430914,0.00011666666666666665,Athletic Club.png
Giuliano Simeone,Atlético Madrid,MF,1,1.8021336671309451,0.00011499999999999999,Atlético Madrid.png
Rico Lewis,Manchester City,MF,1,1.5656135054179632,0.00010928571428571427,Manchester City.png
Elias Achouri,FC Copenhagen,MF,1,1.5859497266080014,0.00010333333333333332,FC Copenhagen.png
Jonathan Tah,Bayern Munich,DF,1,1.5923480806930435,0.0001,Bayern Munich.png
Roony Bardghji,Barcelona,FW,1,1.1166368964777713,0.0001,Barcelona.png
Fredrik Aursnes,Benfica,"FW,MF",1,1.4277969437817488,0.0001,Benfica.png
Jules Koundé,Barcelona,DF,1,1.7359059809982917,0.0001,Barcelona.png
Leonardo Spinazzola,Napoli,DF,1,1.8044840287909243,0.0001,Napoli.png
Lucas Oliveira Rosa,Ajax,DF,1,1.8104926868070663,0.0001,Ajax.png
Krépin Diatta,Monaco,DF,1,1.5566155877996208,9.499999999999999e-05,Monaco.png
Eduardo Camavinga,Real Madrid,MF,1,1.2703554172450762,8.428571428571429e-05,Real Madrid.png
Riccardo Calafiori,Arsenal,DF,1,1.431780623155125,8.333333333333333e-05,Arsenal.png
Jude Bellingham,Real Madrid,MF,1,1.962373091677788,8.333333333333333e-05,Real Madrid.png
Marcos López,FC Copenhagen,DF,1,1.4831290364874983,8.333333333333333e-05,FC Copenhagen.png
Fabio Miretti,Juventus,MF,1,1.404723348656304,7.833333333333333e-05,Juventus.png
Yunus Musah,Atalanta,MF,1,1.3507937951882059,7e-05,Atalanta.png
Giacomo Raspadori,Atlético Madrid,"MF,FW",1,1.5650020751890632,7e-05,Atlético Madrid.png
Mehdi Taremi,Olympiacos,"MF,FW",1,1.5342612248881364,6.666666666666666e-05,Olympiacos.png
Alejandro Balde,Barcelona,DF,1,1.769142406927529,6.666666666666666e-05,Barcelona.png
David Neres,Napoli,"MF,FW",1,1.5431048856352867,6.111111111111112e-05,Napoli.png
Aaron Anselmino,Dortmund,DF,1,1.4804617200228403,5.8333333333333326e-05,Dortmund.png
Rodrigo Huescas,FC Copenhagen,DF,1,1.4349296319786367,5e-05,FC Copenhagen.png
João Mário Lopes,Juventus,DF,1,1.6927022517084551,5e-05,Juventus.png
Aleksandr Shirobokov,Qaırat Almaty,DF,1,1.0,5e-05,
Santiago Hezze,Olympiacos,MF,1,1.4848392675146316,4.1666666666666665e-05,Olympiacos.png
Chiquinho,Olympiacos,MF,1,1.3259576135651674,3.333333333333333e-05,Olympiacos.png
Iván Fresneda,Sporting CP,DF,0,0.8500587009593457,3.333333333333333e-05,Sporting CP.png
Mislav Oršić,Pafos FC,"MF,FW",1,1.482229964246714,3.333333333333333e-05,Pafos FC.png
Nicolo Tresoldi,Club Brugge,FW,1,1.2313833236865976,3.333333333333333e-05,Club Brugge.png
Junnosuke Suzuki,FC Copenhagen,DF,1,1.459379648420897,3.333333333333333e-05,FC Copenhagen.png
Yoram Zague,FC Copenhagen,DF,1,1.344937458191311,3.333333333333333e-05,FC Copenhagen.png
Matt O'Riley,Marseille,MF,1,1.6467233242143369,2.5e-05,Marseille.png
Harvey Barnes,Newcastle Utd,"FW,MF",1,1.6253378409127928,2.5e-05,Newcastle Utd.png
Heorhiy Sudakov,Benfica,"FW,MF",1,1.3727891590437538,2.5e-05,Benfica.png
Don-Angelo Konadu,Ajax,FW,1,1.2876107744743739,2e-05,Ajax.png
Sofiane Boufal,Unions SG,"MF,FW",1,1.0,1.6666666666666664e-05,
Pierre Kalulu,Juventus,DF,1,1.5600638807544236,1.4285714285714285e-05,Juventus.png
Fares Chaïbi,Eint Frankfurt,"MF,FW",1,1.239004526677687,1.4285714285714285e-05,Eint Frankfurt.png
Arthur Vermeeren,Marseille,MF,1,1.6102111058379602,1.4285714285714285e-05,Marseille.png
Ivan Perišić,PSV Eindhoven,"MF,FW",1,1.5770684615783912,1.25e-05,PSV Eindhoven.png
Joey Veerman,PSV Eindhoven,MF,1,1.5465865017460405,5e-06,PSV Eindhoven.png
David Doudera,Slavia Prague,"DF,FW",0,0.17075312519586452,0.0,Slavia Prague.png
Lucas Bergvall,Tottenham,MF,0,0.42638108225422217,0.0,Tottenham.png
Mohammed Kudus,Tottenham,FW,0,0.3650370396139903,0.0,Tottenham.png
Kevin Danso,Tottenham,DF,0,0.38467255545743584,0.0,Tottenham.png
Christian Mawissa,Monaco,DF,0,0.08225160375288045,0.0,Monaco.png
Mamadou Coulibaly,Monaco,MF,0,0.3662449737186653,0.0,Monaco.png
Wilson Odobert,Tottenham,FW,0,0.4447251991488108,0.0,Tottenham.png
Kassoum Ouattara,Monaco,"DF,FW",0,0.17753537623037882,0.0,Monaco.png
Mohammed Salisu,Monaco,DF,0,0.35232080953721573,0.0,Monaco.png
Jordan Teze,Monaco,"MF,DF",0,0.6208123201146211,0.0,Monaco.png
Caio Henrique Oliveira Silva,Monaco,DF,0,0.6223142369139576,0.0,Monaco.png
Eric Dier,Monaco,DF,0,0.6158450727215226,0.0,Monaco.png
Ansu Fati,Monaco,"MF,FW",0,0.08381050031041334,0.0,Monaco.png
Aleksandr Golovin,Monaco,"FW,MF",0,0.4132710270791648,0.0,Monaco.png
Philipp Köhn,Monaco,GK,0,0.25806405334099153,0.0,Monaco.png
Thilo Kehrer,Monaco,DF,0,0.13403329270775527,0.0,Monaco.png
Vanderson,Monaco,DF,0,0.4707043727035786,0.0,Monaco.png
Federico Valverde,Real Madrid,"DF,MF",0,0.3543256986281958,0.0,Real Madrid.png
George Ilenikhena,Monaco,FW,0,0.013804594196607761,0.0,Monaco.png
Lukáš Hrádecký,Monaco,GK,0,0.43238527799719706,0.0,Monaco.png
Lamine Camara,Monaco,MF,0,0.4891322087069926,0.0,Monaco.png
Pape Cabral,Monaco,MF,0,0.013804594196607761,0.0,Monaco.png
Camilo Marques,Qarabag,FW,1,1.2663850595441488,0.0,Qarabag.png
Antonio Vergara,Napoli,MF,0,0.004223338470030878,0.0,Napoli.png
Mika Biereth,Monaco,FW,0,0.0615989516629392,0.0,Monaco.png
Juan Jesus,Napoli,DF,0,0.19413517275895845,0.0,Napoli.png
William Osula,Newcastle Utd,FW,1,1.1905357222495387,0.0,Newcastle Utd.png
Aaron Ramsdale,Newcastle Utd,GK,0,0.17818741222186854,0.0,Newcastle Utd.png
Destiny Udogie,Tottenham,DF,0,0.019133083982781667,0.0,Tottenham.png
Yoane Wissa,Newcastle Utd,FW,0,0.0009677121860760941,0.0,Newcastle Utd.png
Scott McTominay,Napoli,MF,0,0.287576460684265,0.0,Napoli.png
Vanja Milinković-Savić,Napoli,GK,0,0.13552059878057837,0.0,Napoli.png
Mojmir Chytil,Slavia Prague,FW,0,0.005572642303479983,0.0,Slavia Prague.png
Matteo Politano,Napoli,"MF,FW",0,0.32790889736614764,0.0,Napoli.png
Sam Beukema,Napoli,DF,0,0.1782962703246238,0.0,Napoli.png
Alessandro Buongiorno,Napoli,DF,0,0.2968520445146161,0.0,Napoli.png
Giovanni Di Lorenzo,Napoli,DF,0,0.3181413782528899,0.0,Napoli.png
Elif Elmas,Napoli,"MF,FW",0,0.3397972693576741,0.0,Napoli.png
Rasmus Højlund,Napoli,FW,0,0.17195678089445485,0.0,Napoli.png
Noa Lang,Napoli,"MF,FW",0,0.3316314530480054,0.0,Napoli.png
Folarin Balogun,Monaco,FW,0,0.40951078895955784,0.0,Monaco.png
Gonzalo García,Real Madrid,FW,1,1.3191266537688562,0.0,Real Madrid.png
Stanislav Lobotka,Napoli,MF,0,0.24091015018620532,0.0,Napoli.png
Fran Garcia,Real Madrid,DF,0,0.07833713008013542,0.0,Real Madrid.png
Lorenzo Lucca,Napoli,FW,0,0.012994637621004008,0.0,Napoli.png
Mathías Olivera,Napoli,DF,0,0.3687188964761201,0.0,Napoli.png
Dani Ceballos,Real Madrid,MF,0,0.30373755269343583,0.0,Real Madrid.png
Andre-Frank Zambo Anguissa,Napoli,MF,0,0.5009374996167523,0.0,Napoli.png
Brennan Johnson,Tottenham,FW,0,0.04915141692904124,0.0,Tottenham.png
Billy Gilmour,Napoli,MF,0,0.041165870863332024,0.0,Napoli.png
Miguel Gutiérrez,Napoli,DF,0,0.5631145359273042,0.0,Napoli.png
Amir Rrahmani,Napoli,DF,0,0.28893370883262204,0.0,Napoli.png
Archie Gray,Tottenham,"MF,DF",0,0.2713639356591302,0.0,Tottenham.png
Trent Alexander-Arnold,Real Madrid,DF,0,0.13683672229134416,0.0,Real Madrid.png
Denis Zakaria,Monaco,MF,0,0.36032106499766414,0.0,Monaco.png
Rodrigo Bentancur,Tottenham,MF,1,1.683035466257921,0.0,Tottenham.png
Kylian Mbappé,Real Madrid,FW,0,1.066422159357716,0.0,Real Madrid.png
Aladji Bamba,Monaco,MF,0,0.09374523087235437,0.0,Monaco.png
Nicolás González,Manchester City,MF,0,0.2498150886806712,0.0,Manchester City.png
Erling Haaland,Manchester City,FW,0,0.32936847624577154,0.0,Manchester City.png
Pape Matar Sarr,Tottenham,MF,0,0.27719901403124303,0.0,Tottenham.png
Erik Prekop,Slavia Prague,"FW,MF",0,0.008606952588499325,0.0,Slavia Prague.png
Rúben Dias,Manchester City,DF,0,0.21917581819137283,0.0,Manchester City.png
Gianluigi Donnarumma,Manchester City,GK,0,0.22294006545922132,0.0,Manchester City.png
Jakub Markovič,Slavia Prague,GK,0,0.28413418535056084,0.0,Slavia Prague.png
Jan Bořil,Slavia Prague,DF,0,0.06579380945950249,0.0,Slavia Prague.png
Tomáš Holeš,Slavia Prague,DF,0,0.049499181426194465,0.0,Slavia Prague.png
Daiki Hashioka,Slavia Prague,DF,0,0.033645569413839685,0.0,Slavia Prague.png
Bernardo Silva,Manchester City,MF,0,0.3428040389265804,0.0,Manchester City.png
Rayan Cherki,Manchester City,"FW,MF",0,0.030601290342341894,0.0,Manchester City.png
Omar Marmoush,Manchester City,FW,0,0.01706885573673071,0.0,Manchester City.png
Matheus Nunes,Manchester City,DF,0,0.25469753793732075,0.0,Manchester City.png
John Stones,Manchester City,DF,0,0.4189833022901054,0.0,Manchester City.png
Nathan Aké,Manchester City,DF,0,0.09137638627361705,0.0,Manchester City.png
Oscar Bobb,Manchester City,"FW,MF",0,0.07164330925721368,0.0,Manchester City.png
Oscar Dorley,Slavia Prague,"MF,DF",0,0.20517975694584314,0.0,Slavia Prague.png
Rob Schoofs,Unions SG,MF,1,1.0,0.0,
Rayan Aït-Nouri,Manchester City,DF,0,0.05027430123873503,0.0,Manchester City.png
Abdukodir Khusanov,Manchester City,DF,0,0.12577650093300857,0.0,Manchester City.png
Adem Zorgane,Unions SG,MF,1,1.0,0.0,
Kevin Rodríguez,Unions SG,FW,1,1.0,0.0,
Rodri,Manchester City,MF,0,0.21138511773368948,0.0,Manchester City.png
Mateo Kovačić,Manchester City,MF,0,0.21180606972279928,0.0,Manchester City.png
Tomáš Vlček,Slavia Prague,DF,0,0.1251830952106391,0.0,Slavia Prague.png
Alfonso Pedraza,Villarreal,DF,1,1.0,0.0,Villarreal.png
James Trafford,Manchester City,GK,0,0.18294405124823238,0.0,Manchester City.png
Hugo Ekitike,Liverpool,FW,0,0.18452374683697187,0.0,Liverpool.png
Ivan Schranz,Slavia Prague,"MF,FW",0,0.011331390231917735,0.0,Slavia Prague.png
Tadjidine Mmadi,Marseille,MF,0,0.0009461319526329271,0.0,Marseille.png
Amine Gouiri,Marseille,FW,0,0.011942338666042248,0.0,Marseille.png
Djed Spence,Tottenham,DF,0,0.20468026254327565,0.0,Tottenham.png
Stanis Idumbo,Monaco,MF,0,0.023447284911399174,0.0,Monaco.png
Lucas Michal,Monaco,FW,0,0.02263186898681565,0.0,Monaco.png
Fabian Schär,Newcastle Utd,DF,0,0.11298889373585226,0.0,Newcastle Utd.png
Álvaro Carreras,Real Madrid,DF,0,0.32755021840808,0.0,Real Madrid.png
Guglielmo Vicario,Tottenham,GK,0,0.17192707849846886,0.0,Tottenham.png
Micky van de Ven,Tottenham,DF,0,0.2115627912644263,0.0,Tottenham.png
Pierre Højbjerg,Marseille,MF,0,0.3103292525861976,0.0,Marseille.png
Vasil Kušej,Slavia Prague,"FW,MF",0,0.1783019600017521,0.0,Slavia Prague.png
Gerónimo Rulli,Marseille,GK,0,0.15735343936840537,0.0,Marseille.png
Michael Amir Murillo,Marseille,DF,0,0.18293949451798078,0.0,Marseille.png
Raúl Asencio,Real Madrid,DF,0,0.2557501221842723,0.0,Real Madrid.png
Emerson Palmieri,Marseille,DF,0,0.2368727358116627,0.0,Marseille.png
Benjamin Pavard,Marseille,DF,0,0.18544909068772497,0.0,Marseille.png
Aurélien Tchouaméni,Real Madrid,MF,0,0.2970027528560206,0.0,Real Madrid.png
Ogbu Igoh,Slavia Prague,DF,0,0.11762768439975652,0.0,Slavia Prague.png
Nayef Aguerd,Marseille,DF,0,0.2665355443493707,0.0,Marseille.png
Muhammed Cham,Slavia Prague,MF,0,0.015136162777413538,0.0,Slavia Prague.png
David Moses,Slavia Prague,"MF,DF",0,0.19867573679519082,0.0,Slavia Prague.png
Leonardo Balerdi,Marseille,DF,0,0.25554782765880485,0.0,Marseille.png
Angel Gomes,Marseille,"MF,FW",0,0.00981093798573752,0.0,Marseille.png
Richarlison,Tottenham,FW,0,0.17201348634768873,0.0,Tottenham.png
Robinio Vaz,Marseille,"FW,MF",0,0.006332402611456672,0.0,Marseille.png
CJ Egan-Riley,Marseille,DF,0,0.06481268439365251,0.0,Marseille.png
Ulisses Garcia,Marseille,DF,0,0.12788157791999027,0.0,Marseille.png
Brahim Díaz,Real Madrid,"FW,MF",0,0.01867483842590149,0.0,Real Madrid.png
Geoffrey Kondogbia,Marseille,MF,0,0.1371118307061527,0.0,Marseille.png
Facundo Medina,Marseille,DF,0,0.13473522564057938,0.0,Marseille.png
Bilal Nadir,Marseille,"MF,FW",0,0.0615055682552382,0.0,Marseille.png
Joe Willock,Newcastle Utd,MF,0,0.06464006428070325,0.0,Newcastle Utd.png
Sven Botman,Newcastle Utd,DF,0,0.2730630426482393,0.0,Newcastle Utd.png
Valentino Livramento,Newcastle Utd,DF,0,0.32745570952238073,0.0,Newcastle Utd.png
Vlad Dragomir,Pafos FC,"MF,FW",0,0.17552799545499337,0.0,Pafos FC.png
Esmir Bajraktarevic,PSV Eindhoven,"MF,FW",0,0.008782402274776693,0.0,PSV Eindhoven.png
Ryan Flamingo,PSV Eindhoven,DF,0,0.41024749026352886,0.0,PSV Eindhoven.png
Myron Boadu,PSV Eindhoven,"MF,FW",0,0.004845474943462277,0.0,PSV Eindhoven.png
Ruben van Bommel,PSV Eindhoven,"MF,FW",0,0.34034406602919065,0.0,PSV Eindhoven.png
Georgios Vagiannidis,Sporting CP,DF,0,0.10412492812589527,0.0,Sporting CP.png
Salvador Blopa,Sporting CP,"FW,DF",0,0.0067919776255848255,0.0,Sporting CP.png
Willian Pacho,Paris S-G,DF,0,0.29354884652750973,0.0,Paris S-G.png
Leandro Andrade,Qarabag,"FW,MF",0,0.1245944152621801,0.0,Qarabag.png
Warren Zaïre-Emery,Paris S-G,"MF,DF",0,0.3892974180413948,0.0,Paris S-G.png
Lucas Chevalier,Paris S-G,GK,0,0.22405566598290538,0.0,Paris S-G.png
Emmanuel Addai,Qarabag,FW,0,0.19275847792639422,0.0,Qarabag.png
Lee Kang-in,Paris S-G,"FW,MF",0,0.058447585458816044,0.0,Paris S-G.png
Zeno Debast,Sporting CP,"DF,MF",0,0.11333956920238446,0.0,Sporting CP.png
Matheus Reis,Sporting CP,DF,0,0.07858493189932804,0.0,Sporting CP.png
Senny Mayulu,Paris S-G,"FW,MF",0,0.30798771268696357,0.0,Paris S-G.png
Gonçalo Ramos,Paris S-G,FW,0,0.01031905776399357,0.0,Paris S-G.png
Eduardo Quaresma,Sporting CP,DF,0,0.22951516521216553,0.0,Sporting CP.png
Illia Zabarnyi,Paris S-G,DF,0,0.3289439635530739,0.0,Paris S-G.png
Ousmane Diomande,Sporting CP,DF,0,0.2726472780034843,0.0,Sporting CP.png
Marquinhos,Paris S-G,DF,0,0.6820512829267884,0.0,Paris S-G.png
Antonio Rüdiger,Real Madrid,DF,0,0.1731323885129876,0.0,Real Madrid.png
Ousmane Dembélé,Paris S-G,FW,0,0.1929486836124408,0.0,Paris S-G.png
Lucas Hernández,Paris S-G,DF,0,0.09221514702115119,0.0,Paris S-G.png
Ferland Mendy,Real Madrid,DF,0,0.20552113066724295,0.0,Real Madrid.png
